1024 11781
390 810 4
390 811 4
390 812 2
390 813 4
390 814 5
390 815 5
390 816 4
390 817 5
390 818 5
390 819 5
390 820 6
390 821 4
390 822 4
390 823 5
390 824 5
391 757 5
391 758 6
391 759 5
391 760 4
391 761 5
391 762 4
391 763 5
391 764 5
391 765 4
391 766 4
391 767 4
391 768 4
391 769 3
391 770 5
391 771 5
391 772 4
391 773 4
391 774 4
391 775 4
391 776 4
391 777 5
391 778 4
391 779 3
391 780 4
391 781 5
391 782 4
391 783 3
391 784 5
391 785 4
391 786 5
391 787 5
391 788 4
391 789 4
391 790 4
391 791 5
391 792 5
391 793 5
391 794 4
391 795 6
391 796 4
391 797 4
391 798 4
391 799 5
391 800 6
391 801 4
391 802 3
391 803 4
391 804 5
391 805 5
391 806 5
391 807 5
391 808 5
391 809 6
391 810 4
391 811 4
391 812 5
391 813 5
391 814 6
391 815 6
391 816 6
391 817 4
391 818 4
391 819 5
391 820 4
391 821 5
391 822 5
391 823 6
391 824 5
391 825 5
392 757 5
392 758 5
392 759 5
392 760 4
392 761 5
392 762 4
392 763 4
392 764 4
392 765 5
392 766 4
392 767 4
392 768 4
392 769 4
392 770 6
392 771 3
392 772 3
392 773 5
392 774 5
392 775 5
392 776 4
392 777 5
392 778 6
392 779 4
392 780 5
392 781 4
392 782 4
392 783 5
392 784 5
392 785 4
392 786 6
392 787 5
392 788 5
392 789 4
392 790 4
392 791 4
392 792 4
392 793 4
392 794 3
392 795 4
392 796 3
392 797 4
392 798 5
392 799 5
392 800 4
392 801 5
392 802 4
392 803 4
392 804 5
392 805 4
392 806 5
392 807 5
392 808 6
392 809 5
392 810 4
392 811 4
392 812 4
392 813 5
392 814 4
392 815 6
392 816 4
392 817 5
392 818 4
392 819 5
392 820 5
392 821 5
392 822 4
392 823 4
392 824 5
392 825 5
392 826 5
393 757 5
393 758 4
393 759 5
393 760 4
393 761 4
393 762 4
393 763 4
393 764 4
393 765 5
393 766 5
393 767 4
393 768 6
393 769 6
393 770 5
393 771 5
393 772 3
393 773 6
393 774 6
393 775 6
393 776 5
393 777 5
393 778 5
393 779 3
393 780 5
393 781 5
393 782 4
393 783 6
393 784 4
393 785 5
393 786 5
393 787 5
393 788 3
393 789 4
393 790 5
393 791 4
393 792 3
393 793 5
393 794 5
393 795 5
393 796 4
393 797 5
393 798 4
393 799 5
393 800 5
393 801 4
393 802 5
393 803 5
393 804 5
393 805 4
393 806 5
393 807 4
393 808 5
393 809 5
393 810 5
393 811 4
393 812 5
393 813 5
393 814 4
393 815 6
393 816 4
393 817 4
393 818 4
393 819 4
393 820 4
393 821 5
393 822 5
393 823 5
393 824 4
393 825 4
393 826 4
393 827 5
394 757 4
394 758 5
394 759 3
394 760 4
394 761 4
394 762 6
394 763 5
394 764 3
394 765 4
394 766 3
394 767 4
394 768 5
394 769 5
394 770 4
394 771 4
394 772 5
394 773 3
394 774 4
394 775 6
394 776 5
394 777 4
394 778 4
394 779 4
394 780 4
394 781 5
394 782 5
394 783 5
394 784 3
394 785 5
394 786 4
394 787 4
394 788 6
394 789 4
394 790 4
394 791 4
394 792 4
394 793 4
394 794 4
394 795 5
394 796 4
394 797 5
394 798 5
394 799 4
394 800 6
394 801 5
394 802 5
394 803 6
394 804 4
394 805 4
394 806 4
394 807 4
394 808 4
394 809 4
394 810 4
394 811 5
394 812 6
394 813 5
394 814 4
394 815 5
394 816 4
394 817 4
394 818 3
394 819 5
394 820 5
394 821 3
394 822 4
394 823 4
394 824 4
394 825 4
394 826 4
394 827 4
394 828 5
395 757 4
395 758 4
395 759 5
395 760 5
395 761 5
395 762 4
395 763 4
395 764 4
395 765 5
395 766 5
395 767 4
395 768 4
395 769 5
395 770 5
395 771 3
395 772 4
395 773 4
395 774 5
395 775 5
395 776 5
395 777 5
395 778 6
395 779 6
395 780 6
395 781 5
395 782 4
395 783 3
395 784 4
395 785 4
395 786 5
395 787 4
395 788 4
395 789 5
395 790 4
395 791 6
395 792 4
395 793 5
395 794 5
395 795 6
395 796 5
395 797 4
395 798 4
395 799 4
395 800 5
395 801 4
395 802 4
395 803 5
395 804 4
395 805 5
395 806 5
395 807 4
395 808 4
395 809 5
395 810 4
395 811 4
395 812 5
395 813 4
395 814 6
395 815 4
395 816 3
395 817 6
395 818 5
395 819 4
395 820 3
395 821 5
395 822 4
395 823 4
395 824 4
395 825 6
395 826 4
395 827 5
395 828 5
395 829 4
396 757 5
396 758 5
396 759 4
396 760 4
396 761 3
396 762 3
396 763 5
396 764 4
396 765 5
396 766 4
396 767 3
396 768 5
396 769 4
396 770 6
396 771 5
396 772 4
396 773 4
396 774 4
396 775 5
396 776 4
396 777 4
396 778 4
396 779 4
396 780 7
396 781 4
396 782 4
396 783 5
396 784 5
396 785 4
396 786 4
396 787 6
396 788 5
396 789 4
396 790 4
396 791 4
396 792 5
396 793 5
396 794 4
396 795 4
396 796 4
396 797 6
396 798 3
396 799 5
396 800 4
396 801 4
396 802 6
396 803 5
396 804 3
396 805 6
396 806 4
396 807 4
396 808 5
396 809 4
396 810 5
396 811 4
396 812 5
396 813 6
396 814 6
396 815 5
396 816 4
396 817 5
396 818 4
396 819 5
396 820 5
396 821 3
396 822 5
396 823 5
396 824 4
396 825 4
396 826 4
396 827 3
396 828 4
396 829 4
396 830 4
397 757 5
397 758 4
397 759 5
397 760 5
397 761 5
397 762 5
397 763 4
397 764 5
397 765 5
397 766 5
397 767 4
397 768 4
397 769 4
397 770 4
397 771 5
397 772 4
397 773 4
397 774 4
397 775 4
397 776 5
397 777 6
397 778 4
397 779 4
397 780 4
397 781 5
397 782 3
397 783 5
397 784 4
397 785 4
397 786 3
397 787 5
397 788 5
397 789 6
397 790 4
397 791 4
397 792 5
397 793 4
397 794 4
397 795 5
397 796 4
397 797 5
397 798 5
397 799 5
397 800 5
397 801 4
397 802 5
397 803 4
397 804 3
397 805 4
397 806 4
397 807 4
397 808 5
397 809 5
397 810 5
397 811 4
397 812 5
397 813 5
397 814 4
397 815 5
397 816 2
397 817 4
397 818 5
397 819 4
397 820 4
397 821 5
397 822 5
397 823 4
397 824 4
397 825 6
397 826 3
397 827 4
397 828 5
397 829 5
397 830 4
397 831 5
398 757 6
398 758 5
398 759 4
398 760 4
398 761 5
398 762 4
398 763 4
398 764 5
398 765 4
398 766 6
398 767 4
398 768 4
398 769 5
398 770 5
398 771 3
398 772 5
398 773 4
398 774 5
398 775 4
398 776 4
398 777 4
398 778 4
398 779 5
398 780 5
398 781 4
398 782 4
398 783 4
398 784 4
398 785 3
398 786 4
398 787 4
398 788 6
398 789 5
398 790 6
398 791 4
398 792 5
398 793 4
398 794 4
398 795 4
398 796 5
398 797 3
398 798 5
398 799 4
398 800 3
398 801 5
398 802 5
398 803 3
398 804 4
398 805 4
398 806 3
398 807 5
398 808 4
398 809 6
398 810 5
398 811 6
398 812 5
398 813 5
398 814 4
398 815 5
398 816 4
398 817 5
398 818 6
398 819 6
398 820 5
398 821 5
398 822 4
398 823 4
398 824 4
398 825 4
398 826 5
398 827 4
398 828 5
398 829 5
398 830 5
398 831 5
398 832 4
399 757 3
399 758 4
399 759 5
399 760 4
399 761 4
399 762 5
399 763 4
399 764 5
399 765 5
399 766 5
399 767 6
399 768 5
399 769 5
399 770 4
399 771 5
399 772 5
399 773 4
399 774 5
399 775 4
399 776 3
399 777 5
399 778 5
399 779 5
399 780 5
399 781 5
399 782 4
399 783 5
399 784 4
399 785 4
399 786 3
399 787 4
399 788 5
399 789 5
399 790 5
399 791 5
399 792 4
399 793 3
399 794 4
399 795 4
399 796 4
399 797 3
399 798 5
399 799 5
399 800 5
399 801 5
399 802 5
399 803 5
399 804 5
399 805 4
399 806 4
399 807 6
399 808 5
399 809 4
399 810 3
399 811 5
399 812 5
399 813 4
399 814 4
399 815 5
399 816 5
399 817 4
399 818 4
399 819 6
399 820 6
399 821 3
399 822 4
399 823 3
399 824 5
399 825 4
399 826 4
399 827 4
399 828 3
399 829 4
399 830 5
399 831 4
399 832 5
399 833 4
400 757 5
400 758 4
400 759 4
400 760 4
400 761 4
400 762 4
400 763 3
400 764 4
400 765 4
400 766 5
400 767 4
400 768 4
400 769 4
400 770 6
400 771 5
400 772 5
400 773 5
400 774 5
400 775 4
400 776 4
400 777 5
400 778 4
400 779 5
400 780 4
400 781 5
400 782 3
400 783 4
400 784 5
400 785 6
400 786 4
400 787 4
400 788 4
400 789 3
400 790 3
400 791 4
400 792 4
400 793 5
400 794 4
400 795 5
400 796 5
400 797 4
400 798 5
400 799 5
400 800 4
400 801 5
400 802 5
400 803 6
400 804 4
400 805 5
400 806 5
400 807 6
400 808 3
400 809 4
400 810 5
400 811 5
400 812 5
400 813 4
400 814 5
400 815 5
400 816 4
400 817 4
400 818 4
400 819 4
400 820 4
400 821 4
400 822 4
400 823 5
400 824 3
400 825 4
400 826 4
400 827 3
400 828 3
400 829 4
400 830 6
400 831 4
400 832 4
400 833 4
400 834 5
401 757 5
401 758 4
401 759 5
401 760 4
401 761 4
401 762 6
401 763 5
401 764 4
401 765 4
401 766 4
401 767 5
401 768 5
401 769 4
401 770 4
401 771 6
401 772 4
401 773 5
401 774 5
401 775 4
401 776 5
401 777 3
401 778 5
401 779 3
401 780 3
401 781 5
401 782 6
401 783 4
401 784 5
401 785 5
401 786 5
401 787 4
401 788 5
401 789 4
401 790 5
401 791 5
401 792 5
401 793 5
401 794 4
401 795 6
401 796 5
401 797 6
401 798 5
401 799 5
401 800 5
401 801 4
401 802 5
401 803 6
401 804 5
401 805 5
401 806 4
401 807 6
401 808 4
401 809 4
401 810 4
401 811 5
401 812 4
401 813 4
401 814 5
401 815 3
401 816 4
401 817 5
401 818 3
401 819 4
401 820 4
401 821 4
401 822 5
401 823 5
401 824 5
401 825 5
401 826 5
401 827 6
401 828 3
401 829 3
401 830 4
401 831 5
401 832 4
401 833 3
401 834 3
401 835 5
402 757 4
402 758 5
402 759 4
402 760 4
402 761 5
402 762 3
402 763 5
402 764 6
402 765 5
402 766 4
402 767 4
402 768 5
402 769 3
402 770 3
402 771 4
402 772 4
402 773 5
402 774 4
402 775 5
402 776 4
402 777 4
402 778 6
402 779 4
402 780 4
402 781 5
402 782 5
402 783 5
402 784 5
402 785 5
402 786 5
402 787 5
402 788 6
402 789 4
402 790 4
402 791 4
402 792 5
402 793 5
402 794 5
402 795 4
402 796 4
402 797 5
402 798 4
402 799 4
402 800 4
402 801 4
402 802 5
402 803 4
402 804 5
402 805 4
402 806 4
402 807 4
402 808 4
402 809 4
402 810 5
402 811 5
402 812 5
402 813 4
402 814 5
402 815 5
402 816 4
402 817 5
402 818 3
402 819 4
402 820 6
402 821 3
402 822 4
402 823 5
402 824 4
402 825 4
402 826 5
402 827 5
402 828 6
402 829 4
402 830 5
402 831 5
402 832 6
402 833 5
402 834 5
402 835 5
402 836 5
403 757 4
403 758 5
403 759 5
403 760 4
403 761 3
403 762 4
403 763 4
403 764 4
403 765 4
403 766 6
403 767 3
403 768 4
403 769 5
403 770 5
403 771 5
403 772 4
403 773 5
403 774 4
403 775 5
403 776 5
403 777 4
403 778 5
403 779 5
403 780 4
403 781 4
403 782 5
403 783 4
403 784 6
403 785 5
403 786 5
403 787 5
403 788 5
403 789 6
403 790 4
403 791 4
403 792 5
403 793 4
403 794 4
403 795 4
403 796 4
403 797 5
403 798 4
403 799 5
403 800 5
403 801 4
403 802 5
403 803 5
403 804 4
403 805 4
403 806 5
403 807 5
403 808 5
403 809 3
403 810 5
403 811 4
403 812 4
403 813 4
403 814 4
403 815 4
403 816 4
403 817 5
403 818 4
403 819 3
403 820 4
403 821 3
403 822 5
403 823 4
403 824 5
403 825 5
403 826 4
403 827 6
403 828 5
403 829 5
403 830 5
403 831 4
403 832 5
403 833 5
403 834 5
403 835 3
403 836 3
403 837 5
404 757 5
404 758 5
404 759 4
404 760 4
404 761 5
404 762 6
404 763 5
404 764 4
404 765 5
404 766 5
404 767 4
404 768 4
404 769 5
404 770 5
404 771 6
404 772 5
404 773 4
404 774 6
404 775 5
404 776 5
404 777 4
404 778 6
404 779 5
404 780 3
404 781 4
404 782 4
404 783 5
404 784 5
404 785 4
404 786 3
404 787 5
404 788 3
404 789 4
404 790 4
404 791 4
404 792 5
404 793 6
404 794 5
404 795 4
404 796 3
404 797 4
404 798 4
404 799 5
404 800 4
404 801 4
404 802 5
404 803 5
404 804 4
404 805 6
404 806 4
404 807 3
404 808 4
404 809 5
404 810 4
404 811 5
404 812 4
404 813 4
404 814 5
404 815 3
404 816 5
404 817 6
404 818 4
404 819 4
404 820 6
404 821 5
404 822 5
404 823 2
404 824 6
404 825 6
404 826 5
404 827 4
404 828 5
404 829 4
404 830 4
404 831 4
404 832 4
404 833 5
404 834 5
404 835 4
404 836 4
404 837 4
404 838 3
405 757 5
405 758 6
405 759 3
405 760 6
405 761 6
405 762 4
405 763 6
405 764 5
405 765 4
405 766 3
405 767 5
405 768 4
405 769 5
405 770 4
405 771 4
405 772 4
405 773 4
405 774 5
405 775 4
405 776 5
405 777 5
405 778 5
405 779 4
405 780 4
405 781 5
405 782 5
405 783 5
405 784 4
405 785 4
405 786 5
405 787 5
405 788 6
405 789 4
405 790 5
405 791 4
405 792 4
405 793 3
405 794 5
405 795 4
405 796 4
405 797 3
405 798 5
405 799 5
405 800 4
405 801 6
405 802 4
405 803 5
405 804 5
405 805 5
405 806 4
405 807 5
405 808 6
405 809 5
405 810 4
405 811 5
405 812 6
405 813 4
405 814 6
405 815 4
405 816 4
405 817 4
405 818 4
405 819 5
405 820 5
405 821 3
405 822 5
405 823 4
405 824 5
405 825 5
405 826 5
405 827 4
405 828 5
405 829 4
405 830 5
405 831 3
405 832 6
405 833 3
405 834 4
405 835 4
405 836 7
405 837 4
405 838 5
405 839 5
406 757 4
406 758 4
406 759 5
406 760 4
406 761 5
406 762 5
406 763 4
406 764 4
406 765 4
406 766 5
406 767 6
406 768 5
406 769 4
406 770 3
406 771 6
406 772 5
406 773 5
406 774 5
406 775 5
406 776 4
406 777 5
406 778 4
406 779 5
406 780 4
406 781 5
406 782 4
406 783 6
406 784 5
406 785 5
406 786 4
406 787 5
406 788 6
406 789 3
406 790 4
406 791 5
406 792 5
406 793 4
406 794 5
406 795 5
406 796 4
406 797 5
406 798 4
406 799 4
406 800 5
406 801 5
406 802 5
406 803 5
406 804 3
406 805 5
406 806 4
406 807 3
406 808 5
406 809 5
406 810 5
406 811 4
406 812 3
406 813 5
406 814 5
406 815 4
406 816 4
406 817 5
406 818 5
406 819 4
406 820 4
406 821 4
406 822 4
406 823 5
406 824 6
406 825 5
406 826 5
406 827 5
406 828 5
406 829 6
406 830 6
406 831 5
406 832 4
406 833 6
406 834 5
406 835 4
406 836 7
406 837 6
406 838 5
406 839 6
406 840 3
407 757 4
407 758 4
407 759 4
407 760 5
407 761 4
407 762 5
407 763 6
407 764 6
407 765 5
407 766 4
407 767 5
407 768 5
407 769 4
407 770 5
407 771 6
407 772 5
407 773 5
407 774 4
407 775 6
407 776 4
407 777 3
407 778 4
407 779 4
407 780 4
407 781 5
407 782 3
407 783 4
407 784 5
407 785 5
407 786 2
407 787 4
407 788 5
407 789 4
407 790 5
407 791 5
407 792 5
407 793 5
407 794 4
407 795 5
407 796 4
407 797 4
407 798 6
407 799 6
407 800 4
407 801 4
407 802 4
407 803 5
407 804 4
407 805 4
407 806 4
407 807 4
407 808 5
407 809 4
407 810 5
407 811 4
407 812 2
407 813 5
407 814 3
407 815 4
407 816 5
407 817 4
407 818 5
407 819 3
407 820 4
407 821 4
407 822 6
407 823 5
407 824 5
407 825 2
407 826 4
407 827 5
407 828 6
407 829 5
407 830 5
407 831 5
407 832 4
407 833 5
407 834 6
407 835 5
407 836 4
407 837 5
407 838 6
407 839 5
407 840 5
407 841 3
408 757 5
408 758 4
408 759 5
408 760 4
408 761 5
408 762 4
408 763 5
408 764 5
408 765 3
408 766 4
408 767 4
408 768 4
408 769 5
408 770 4
408 771 4
408 772 5
408 773 5
408 774 5
408 775 6
408 776 4
408 777 4
408 778 5
408 779 6
408 780 5
408 781 5
408 782 4
408 783 5
408 784 4
408 785 6
408 786 4
408 787 4
408 788 3
408 789 3
408 790 5
408 791 3
408 792 4
408 793 6
408 794 4
408 795 4
408 796 4
408 797 5
408 798 3
408 799 5
408 800 4
408 801 5
408 802 4
408 803 4
408 804 4
408 805 4
408 806 5
408 807 5
408 808 5
408 809 4
408 810 5
408 811 5
408 812 5
408 813 5
408 814 6
408 815 5
408 816 5
408 817 4
408 818 5
408 819 5
408 820 3
408 821 4
408 822 5
408 823 4
408 824 4
408 825 4
408 826 4
408 827 5
408 828 6
408 829 4
408 830 4
408 831 4
408 832 4
408 833 5
408 834 4
408 835 4
408 836 4
408 837 5
408 838 5
408 839 5
408 840 4
408 841 4
408 842 5
409 757 5
409 758 5
409 759 5
409 760 4
409 761 5
409 762 3
409 763 5
409 764 4
409 765 5
409 766 3
409 767 6
409 768 4
409 769 4
409 770 5
409 771 5
409 772 5
409 773 6
409 774 5
409 775 6
409 776 6
409 777 5
409 778 4
409 779 4
409 780 5
409 781 5
409 782 5
409 783 5
409 784 3
409 785 4
409 786 5
409 787 6
409 788 5
409 789 5
409 790 4
409 791 5
409 792 5
409 793 4
409 794 5
409 795 4
409 796 5
409 797 6
409 798 6
409 799 3
409 800 4
409 801 5
409 802 5
409 803 4
409 804 5
409 805 4
409 806 5
409 807 5
409 808 4
409 809 4
409 810 4
409 811 5
409 812 5
409 813 4
409 814 4
409 815 5
409 816 3
409 817 4
409 818 6
409 819 5
409 820 5
409 821 5
409 822 4
409 823 5
409 824 4
409 825 5
409 826 4
409 827 5
409 828 4
409 829 3
409 830 4
409 831 4
409 832 4
409 833 5
409 834 6
409 835 5
409 836 6
409 837 4
409 838 4
409 839 4
409 840 6
409 841 5
409 842 4
409 843 4
410 757 3
410 758 5
410 759 4
410 760 5
410 761 3
410 762 5
410 763 3
410 764 3
410 765 4
410 766 6
410 767 5
410 768 4
410 769 3
410 770 4
410 771 5
410 772 5
410 773 5
410 774 5
410 775 4
410 776 4
410 777 3
410 778 4
410 779 5
410 780 6
410 781 5
410 782 5
410 783 6
410 784 6
410 785 7
410 786 5
410 787 4
410 788 4
410 789 5
410 790 5
410 791 4
410 792 4
410 793 5
410 794 5
410 795 6
410 796 5
410 797 4
410 798 4
410 799 6
410 800 6
410 801 3
410 802 3
410 803 5
410 804 4
410 805 5
410 806 4
410 807 4
410 808 6
410 809 5
410 810 4
410 811 4
410 812 5
410 813 4
410 814 4
410 815 6
410 816 5
410 817 5
410 818 4
410 819 5
410 820 2
410 821 5
410 822 4
410 823 5
410 824 4
410 825 5
410 826 6
410 827 4
410 828 3
410 829 3
410 830 6
410 831 3
410 832 4
410 833 5
410 834 4
410 835 2
410 836 4
410 837 5
410 838 4
410 839 5
410 840 4
410 841 4
410 842 4
410 843 3
410 844 5
411 757 5
411 758 5
411 759 5
411 760 6
411 761 4
411 762 4
411 763 6
411 764 3
411 765 5
411 766 4
411 767 4
411 768 5
411 769 4
411 770 5
411 771 5
411 772 4
411 773 4
411 774 4
411 775 6
411 776 4
411 777 5
411 778 4
411 779 4
411 780 4
411 781 4
411 782 5
411 783 4
411 784 5
411 785 4
411 786 5
411 787 3
411 788 3
411 789 3
411 790 4
411 791 4
411 792 6
411 793 3
411 794 6
411 795 4
411 796 4
411 797 3
411 798 5
411 799 4
411 800 4
411 801 4
411 802 5
411 803 5
411 804 4
411 805 4
411 806 5
411 807 4
411 808 6
411 809 4
411 810 5
411 811 4
411 812 6
411 813 5
411 814 5
411 815 4
411 816 5
411 817 4
411 818 5
411 819 4
411 820 5
411 821 4
411 822 5
411 823 4
411 824 3
411 825 5
411 826 5
411 827 4
411 828 5
411 829 5
411 830 4
411 831 3
411 832 4
411 833 5
411 834 4
411 835 4
411 836 4
411 837 6
411 838 5
411 839 5
411 840 4
411 841 3
411 842 4
411 843 4
411 844 4
411 845 2
412 757 4
412 758 5
412 759 3
412 760 5
412 761 5
412 762 5
412 763 5
412 764 4
412 765 5
412 766 5
412 767 4
412 768 6
412 769 5
412 770 4
412 771 3
412 772 5
412 773 4
412 774 4
412 775 6
412 776 5
412 777 5
412 778 6
412 779 6
412 780 5
412 781 2
412 782 4
412 783 4
412 784 4
412 785 5
412 786 5
412 787 5
412 788 4
412 789 5
412 790 4
412 791 4
412 792 5
412 793 6
412 794 4
412 795 3
412 796 4
412 797 5
412 798 4
412 799 4
412 800 5
412 801 6
412 802 6
412 803 4
412 804 5
412 805 6
412 806 5
412 807 4
412 808 5
412 809 3
412 810 4
412 811 5
412 812 5
412 813 5
412 814 5
412 815 4
412 816 5
412 817 6
412 818 4
412 819 6
412 820 4
412 821 5
412 822 4
412 823 5
412 824 4
412 825 4
412 826 4
412 827 3
412 828 4
412 829 3
412 830 4
412 831 5
412 832 5
412 833 3
412 834 3
412 835 5
412 836 4
412 837 5
412 838 4
412 839 5
412 840 5
412 841 4
412 842 5
412 843 4
412 844 5
412 845 5
412 846 6
413 757 6
413 758 5
413 759 5
413 760 4
413 761 5
413 762 4
413 763 5
413 764 5
413 765 5
413 766 3
413 767 6
413 768 4
413 769 5
413 770 5
413 771 5
413 772 5
413 773 5
413 774 5
413 775 6
413 776 4
413 777 6
413 778 5
413 779 5
413 780 5
413 781 4
413 782 4
413 783 3
413 784 4
413 785 5
413 786 5
413 787 5
413 788 4
413 789 4
413 790 5
413 791 7
413 792 4
413 793 5
413 794 5
413 795 4
413 796 5
413 797 5
413 798 4
413 799 5
413 800 3
413 801 3
413 802 5
413 803 4
413 804 4
413 805 5
413 806 4
413 807 5
413 808 4
413 809 4
413 810 6
413 811 6
413 812 3
413 813 4
413 814 4
413 815 5
413 816 5
413 817 4
413 818 4
413 819 4
413 820 3
413 821 4
413 822 5
413 823 5
413 824 4
413 825 5
413 826 3
413 827 6
413 828 4
413 829 5
413 830 4
413 831 5
413 832 4
413 833 5
413 834 5
413 835 4
413 836 5
413 837 3
413 838 5
413 839 5
413 840 5
413 841 5
413 842 4
413 843 6
413 844 4
413 845 5
413 846 4
413 847 4
414 757 4
414 758 4
414 759 5
414 760 5
414 761 5
414 762 6
414 763 3
414 764 5
414 765 5
414 766 6
414 767 4
414 768 5
414 769 4
414 770 2
414 771 4
414 772 5
414 773 5
414 774 5
414 775 5
414 776 5
414 777 5
414 778 4
414 779 4
414 780 5
414 781 4
414 782 5
414 783 4
414 784 5
414 785 5
414 786 4
414 787 6
414 788 4
414 789 4
414 790 3
414 791 5
414 792 4
414 793 4
414 794 3
414 795 5
414 796 5
414 797 5
414 798 5
414 799 5
414 800 5
414 801 3
414 802 4
414 803 5
414 804 6
414 805 6
414 806 4
414 807 5
414 808 4
414 809 4
414 810 3
414 811 6
414 812 5
414 813 4
414 814 4
414 815 4
414 816 4
414 817 3
414 818 4
414 819 5
414 820 6
414 821 2
414 822 5
414 823 4
414 824 4
414 825 5
414 826 5
414 827 4
414 828 4
414 829 5
414 830 4
414 831 6
414 832 4
414 833 5
414 834 3
414 835 5
414 836 5
414 837 5
414 838 5
414 839 5
414 840 5
414 841 4
414 842 5
414 843 5
414 844 4
414 845 5
414 846 4
414 847 5
414 848 6
415 757 4
415 758 6
415 759 6
415 760 4
415 761 6
415 762 4
415 763 5
415 764 5
415 765 4
415 766 6
415 767 5
415 768 5
415 769 5
415 770 5
415 771 5
415 772 5
415 773 4
415 774 5
415 775 4
415 776 4
415 777 5
415 778 4
415 779 5
415 780 6
415 781 3
415 782 5
415 783 5
415 784 5
415 785 4
415 786 4
415 787 4
415 788 4
415 789 4
415 790 4
415 791 5
415 792 4
415 793 5
415 794 4
415 795 4
415 796 5
415 797 4
415 798 6
415 799 4
415 800 5
415 801 4
415 802 6
415 803 5
415 804 4
415 805 5
415 806 5
415 807 5
415 808 5
415 809 5
415 810 5
415 811 5
415 812 5
415 813 3
415 814 6
415 815 5
415 816 5
415 817 4
415 818 3
415 819 3
415 820 4
415 821 4
415 822 3
415 823 4
415 824 4
415 825 5
415 826 4
415 827 3
415 828 3
415 829 4
415 830 5
415 831 4
415 832 4
415 833 5
415 834 4
415 835 4
415 836 4
415 837 4
415 838 4
415 839 4
415 840 4
415 841 6
415 842 5
415 843 4
415 844 4
415 845 4
415 846 3
415 847 4
415 848 4
415 849 4
416 757 6
416 758 4
416 759 5
416 760 6
416 761 4
416 762 6
416 763 4
416 764 5
416 765 5
416 766 6
416 767 5
416 768 4
416 769 4
416 770 5
416 771 5
416 772 4
416 773 3
416 774 5
416 775 4
416 776 5
416 777 5
416 778 6
416 779 4
416 780 5
416 781 4
416 782 4
416 783 4
416 784 4
416 785 4
416 786 5
416 787 5
416 788 5
416 789 5
416 790 5
416 791 4
416 792 4
416 793 5
416 794 4
416 795 5
416 796 7
416 797 5
416 798 5
416 799 5
416 800 5
416 801 5
416 802 4
416 803 5
416 804 5
416 805 6
416 806 5
416 807 3
416 808 4
416 809 6
416 810 5
416 811 3
416 812 5
416 813 5
416 814 4
416 815 4
416 816 5
416 817 4
416 818 5
416 819 5
416 820 3
416 821 5
416 822 4
416 823 5
416 824 4
416 825 5
416 826 4
416 827 3
416 828 5
416 829 6
416 830 5
416 831 4
416 832 5
416 833 5
416 834 6
416 835 5
416 836 5
416 837 4
416 838 3
416 839 4
416 840 4
416 841 5
416 842 5
416 843 5
416 844 5
416 845 4
416 846 4
416 847 4
416 848 5
416 849 4
416 850 4
417 757 5
417 758 5
417 759 4
417 760 5
417 761 5
417 762 5
417 763 5
417 764 6
417 765 5
417 766 4
417 767 5
417 768 3
417 769 5
417 770 4
417 771 4
417 772 4
417 773 4
417 774 4
417 775 5
417 776 6
417 777 5
417 778 4
417 779 4
417 780 4
417 781 4
417 782 4
417 783 3
417 784 4
417 785 5
417 786 4
417 787 4
417 788 3
417 789 5
417 790 3
417 791 6
417 792 4
417 793 4
417 794 4
417 795 5
417 796 5
417 797 6
417 798 4
417 799 4
417 800 5
417 801 5
417 802 6
417 803 6
417 804 4
417 805 4
417 806 4
417 807 4
417 808 5
417 809 4
417 810 4
417 811 3
417 812 4
417 813 4
417 814 4
417 815 5
417 816 5
417 817 3
417 818 4
417 819 5
417 820 4
417 821 4
417 822 5
417 823 3
417 824 4
417 825 4
417 826 4
417 827 5
417 828 5
417 829 6
417 830 4
417 831 5
417 832 3
417 833 4
417 834 5
417 835 4
417 836 4
417 837 5
417 838 5
417 839 4
417 840 4
417 841 3
417 842 4
417 843 6
417 844 4
417 845 6
417 846 3
417 847 5
417 848 5
417 849 5
417 850 5
417 851 5
418 757 5
418 758 5
418 759 4
418 760 5
418 761 4
418 762 4
418 763 3
418 764 4
418 765 5
418 766 3
418 767 4
418 768 5
418 769 4
418 770 3
418 771 4
418 772 4
418 773 4
418 774 4
418 775 4
418 776 4
418 777 5
418 778 5
418 779 5
418 780 4
418 781 5
418 782 3
418 783 4
418 784 4
418 785 4
418 786 5
418 787 4
418 788 4
418 789 5
418 790 4
418 791 6
418 792 5
418 793 5
418 794 5
418 795 5
418 796 4
418 797 5
418 798 4
418 799 4
418 800 4
418 801 4
418 802 5
418 803 5
418 804 4
418 805 5
418 806 3
418 807 6
418 808 5
418 809 4
418 810 3
418 811 4
418 812 4
418 813 5
418 814 4
418 815 5
418 816 5
418 817 5
418 818 4
418 819 5
418 820 6
418 821 4
418 822 5
418 823 4
418 824 3
418 825 4
418 826 4
418 827 3
418 828 4
418 829 5
418 830 3
418 831 6
418 832 4
418 833 5
418 834 5
418 835 4
418 836 4
418 837 4
418 838 4
418 839 4
418 840 5
418 841 5
418 842 4
418 843 4
418 844 3
418 845 4
418 846 4
418 847 4
418 848 5
418 849 4
418 850 5
418 851 5
418 852 4
419 757 5
419 758 4
419 759 6
419 760 4
419 761 4
419 762 5
419 763 5
